150404F0213MDA48CG008HT0111PA01RAW00,double
150404F0213MDA49CG008HT0111PA01RAW00,double
150404F0214MDA50CG008HT0111PA01RAW00,double
150404F0214MDA51CG008HT0111PA01RAW00,double
150404F0214MDA52CG008HT0111PA01RAW00,double
150404F0214MDA53CG008HT0111PA01RAW00,double
150404F0214MDA54CG008HT0111PA01RAW00,double
150404F0214MDA55CG008HT0111PA01RAW00,double
150404F0214MDA56CG008HT0111PA01RAW00,double
150404F0214MDA57CG008HT0111PA01RAW00,double
150404F0214MDA58CG008HT0111PA01RAW00,double
150404F0214MDA59CG008HT0111PA01RAW00,double
150404F0214MDA60CG008HT0111PA01RAW00,double
150404F0214MDA61CG008HT0111PA01RAW00,double
150404F0214MDA62CG008HT0111PA01RAW00,double
150404F0214MDA63CG008HT0111PA01RAW00,double
150404F0214MDA64CG008HT0111PA01RAW00,double
150404F0214MDA65CG008HT0111PA01RAW00,double
150404F0214MDA66CG008HT0111PA01RAW00,double
150423F0111MDA01CG008HT0111PA01RAW00,double
150423F0112MDA02CG008HT0111PA01RAW00,double
150423F0112MDA03CG008HT0111PA01RAW00,double
150423F0112MDA04CG008HT0111PA01RAW00,double
150423F0112MDA05CG008HT0111PA01RAW00,double
150423F0112MDA06CG008HT0111PA01RAW00,double
150423F0112MDA07CG008HT0111PA01RAW00,double
150423F0112MDA08CG008HT0111PA01RAW00,double
150423F0112MDA09CG008HT0111PA01RAW00,double
150423F0113MDA10CG008HT0111PA01RAW00,double
150423F0113MDA11CG008HT0111PA01RAW00,double
150423F0111MDA12CG008HT0111PA01RAW00,double
150423F0111MDA13CG008HT0111PA01RAW00,double
150423F0111MDA14CG008HT0111PA01RAW00,double
150423F0111MDA15CG008HT0111PA01RAW00,double
150423F0111MDA16CG008HT0111PA01RAW00,double
150423F0113MDA17CG008HT0111PA01RAW00,double
150423F0113MDA18CG008HT0111PA01RAW00,double
150423F0113MDA19CG008HT0111PA01RAW00,double
150423F0113MDA20CG008HT0111PA01RAW00,double
150423F0113MDA21CG008HT0111PA01RAW00,double
150423F0111MDA22CG008HT0111PA01RAW00,double
150404F0211MDH01CT101DB0111PA01RAW00,double
150404F0211MDH02CT101DB0111PA01RAW00,double
150404F0211MDH03CT101DB0111PA01RAW00,double
150404F0211MDH04CT101DB0111PA01RAW00,double
150404F0211MDH05CT101DB0111PA01RAW00,double
150404F0211MDH06CT101DB0111PA01RAW00,double
150404F0211MDH07CT101DB0111PA01RAW00,double
150404F0211MDH08CT101DB0111PA01RAW00,double
150404F0211MDH09CT101DB0111PA01RAW00,double
150404F0211MDH10CT101DB0111PA01RAW00,double
150404F0211MDH11CT101DB0111PA01RAW00,double
150404F0211MDH17CT101DB0111PA01RAW00,double
150404F0211MDH18CT101DB0111PA01RAW00,double
150404F0211MDH19CT101DB0111PA01RAW00,double
150404F0211MDH28CT101DB0111PA01RAW00,double
150404F0211MDH29CT101DB0111PA01RAW00,double
150404F0211MDH31CT101DB0111PA01RAW00,double
150404F0212MDH12CT101DB0111PA01RAW00,double
150404F0212MDH13CT101DB0111PA01RAW00,double
150404F0212MDH14CT101DB0111PA01RAW00,double
150404F0212MDH15CT101DB0111PA01RAW00,double
150404F0212MDH16CT101DB0111PA01RAW00,double
150404F0212MDH20CT101DB0111PA01RAW00,double
150404F0212MDH21CT101DB0111PA01RAW00,double
150404F0212MDH22CT101DB0111PA01RAW00,double
150404F0212MDH23CT101DB0111PA01RAW00,double
150404F0212MDH24CT101DB0111PA01RAW00,double
150404F0212MDH25CT101DB0111PA01RAW00,double
150404F0212MDH26CT101DB0111PA01RAW00,double
150404F0212MDH27CT101DB0111PA01RAW00,double
150404F0212MDH30CT101DB0111PA01RAW00,double
150404F0212MDH32CT101DB0111PA01RAW00,double
150404F0212MDH33CT101DB0111PA01RAW00,double
150404F0213MDH34CT101DB0111PA01RAW00,double
150404F0213MDH35CT101DB0111PA01RAW00,double
150404F0213MDH36CT101DB0111PA01RAW00,double
150404F0213MDH37CT101DB0111PA01RAW00,double
150404F0213MDH38CT101DB0111PA01RAW00,double
150404F0213MDH39CT101DB0111PA01RAW00,double
150404F0213MDH40CT101DB0111PA01RAW00,double
150404F0213MDH41CT101DB0111PA01RAW00,double
150404F0213MDH42CT101DB0111PA01RAW00,double
150404F0213MDH43CT101DB0111PA01RAW00,double
150404F0213MDH44CT101DB0111PA01RAW00,double
150404F0213MDH45CT101DB0111PA01RAW00,double
150404F0213MDH46CT101DB0111PA01RAW00,double
150404F0213MDH47CT101DB0111PA01RAW00,double
150404F0213MDH48CT101DB0111PA01RAW00,double
150404F0213MDH49CT101DB0111PA01RAW00,double
150404F0214MDH50CT101DB0111PA01RAW00,double
150404F0214MDH51CT101DB0111PA01RAW00,double
150404F0214MDH52CT101DB0111PA01RAW00,double
150404F0214MDH53CT101DB0111PA01RAW00,double
150404F0214MDH54CT101DB0111PA01RAW00,double
150404F0214MDH55CT101DB0111PA01RAW00,double
150404F0214MDH56CT101DB0111PA01RAW00,double
150404F0214MDH57CT101DB0111PA01RAW00,double
150404F0214MDH58CT101DB0111PA01RAW00,double
150404F0214MDH59CT101DB0111PA01RAW00,double
150404F0214MDH60CT101DB0111PA01RAW00,double
150404F0214MDH61CT101DB0111PA01RAW00,double
150404F0214MDH62CT101DB0111PA01RAW00,double
150404F0214MDH63CT101DB0111PA01RAW00,double
150404F0214MDH64CT101DB0111PA01RAW00,double
150404F0214MDH65CT101DB0111PA01RAW00,double
150404F0214MDH66CT101DB0111PA01RAW00,double
150423F0111MDH01CT111DB0111PA02RAW00,double
150423F0112MDH02CT111DB0111PA02RAW00,double
150423F0112MDH03CT111DB0111PA02RAW00,double
150423F0112MDH04CT111DB0111PA02RAW00,double
150423F0112MDH05CT111DB0111PA02RAW00,double
150423F0112MDH06CT111DB0111PA02RAW00,double
150423F0112MDH07CT111DB0111PA02RAW00,double
150423F0112MDH08CT111DB0111PA02RAW00,double
150423F0112MDH09CT111DB0111PA02RAW00,double
150423F0113MDH10CT111DB0111PA02RAW00,double
150423F0113MDH11CT111DB0111PA02RAW00,double
150423F0111MDH12CT111DB0111PA02RAW00,double
150423F0111MDH13CT111DB0111PA02RAW00,double
150423F0111MDH14CT111DB0111PA02RAW00,double
150423F0111MDH15CT111DB0111PA02RAW00,double
150423F0111MDH16CT111DB0111PA02RAW00,double
150423F0113MDH17CT111DB0111PA02RAW00,double
150423F0113MDH18CT111DB0111PA02RAW00,double
150423F0113MDH19CT111DB0111PA02RAW00,double
150423F0113MDH20CT111DB0111PA02RAW00,double
150423F0113MDH21CT111DB0111PA02RAW00,double
150423F0111MDH22CT111DB0111PA02RAW00,double
CF_CALC_DYY_FJ_001_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_002_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_003_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_004_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_005_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_006_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_007_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_008_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_009_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_010_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_011_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_012_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_013_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_014_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_015_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_016_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_017_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_018_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_019_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_020_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_021_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_022_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_023_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_024_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_025_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_026_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_027_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_028_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_029_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_030_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_031_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_032_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_033_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_034_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_035_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_036_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_037_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_038_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_039_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_040_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_041_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_042_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_043_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_044_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_045_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_046_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_047_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_048_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_049_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_050_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_051_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_052_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_053_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_054_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_055_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_056_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_057_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_058_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_059_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_060_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_061_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_062_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_063_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_064_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_065_C_AI_IPR_Tenergy,double
CF_CALC_SDG_FJ_066_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_001_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_002_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_003_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_004_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_005_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_006_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_007_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_008_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_009_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_010_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_011_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_012_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_013_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_014_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_015_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_016_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_017_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_018_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_019_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_020_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_021_C_AI_IPR_Tenergy,double
CF_CALC_CGH_FJ_022_C_AI_IPR_Tenergy,double
CF_CALC_DYY_FJ_001_C_TBN_State,double
CF_CALC_DYY_FJ_002_C_TBN_State,double
CF_CALC_DYY_FJ_003_C_TBN_State,double
CF_CALC_DYY_FJ_004_C_TBN_State,double
CF_CALC_DYY_FJ_005_C_TBN_State,double
CF_CALC_DYY_FJ_006_C_TBN_State,double
CF_CALC_DYY_FJ_007_C_TBN_State,double
CF_CALC_DYY_FJ_008_C_TBN_State,double
CF_CALC_DYY_FJ_009_C_TBN_State,double
CF_CALC_DYY_FJ_010_C_TBN_State,double
CF_CALC_DYY_FJ_011_C_TBN_State,double
CF_CALC_DYY_FJ_012_C_TBN_State,double
CF_CALC_DYY_FJ_013_C_TBN_State,double
CF_CALC_DYY_FJ_014_C_TBN_State,double
CF_CALC_DYY_FJ_015_C_TBN_State,double
CF_CALC_DYY_FJ_016_C_TBN_State,double
CF_CALC_DYY_FJ_017_C_TBN_State,double
CF_CALC_DYY_FJ_018_C_TBN_State,double
CF_CALC_DYY_FJ_019_C_TBN_State,double
CF_CALC_DYY_FJ_020_C_TBN_State,double
CF_CALC_DYY_FJ_021_C_TBN_State,double
CF_CALC_DYY_FJ_022_C_TBN_State,double
CF_CALC_DYY_FJ_023_C_TBN_State,double
CF_CALC_DYY_FJ_024_C_TBN_State,double
CF_CALC_DYY_FJ_025_C_TBN_State,double
CF_CALC_DYY_FJ_026_C_TBN_State,double
CF_CALC_DYY_FJ_027_C_TBN_State,double
CF_CALC_DYY_FJ_028_C_TBN_State,double
CF_CALC_DYY_FJ_029_C_TBN_State,double
CF_CALC_DYY_FJ_030_C_TBN_State,double
CF_CALC_DYY_FJ_031_C_TBN_State,double
CF_CALC_DYY_FJ_032_C_TBN_State,double
CF_CALC_DYY_FJ_033_C_TBN_State,double
CF_CALC_SDG_FJ_034_C_TBN_State,double
CF_CALC_SDG_FJ_035_C_TBN_State,double
CF_CALC_SDG_FJ_036_C_TBN_State,double
CF_CALC_SDG_FJ_037_C_TBN_State,double
CF_CALC_SDG_FJ_038_C_TBN_State,double
CF_CALC_SDG_FJ_039_C_TBN_State,double
CF_CALC_SDG_FJ_040_C_TBN_State,double
CF_CALC_SDG_FJ_041_C_TBN_State,double
CF_CALC_SDG_FJ_042_C_TBN_State,double
CF_CALC_SDG_FJ_043_C_TBN_State,double
CF_CALC_SDG_FJ_044_C_TBN_State,double
CF_CALC_SDG_FJ_045_C_TBN_State,double
CF_CALC_SDG_FJ_046_C_TBN_State,double
CF_CALC_SDG_FJ_047_C_TBN_State,double
CF_CALC_SDG_FJ_048_C_TBN_State,double
CF_CALC_SDG_FJ_049_C_TBN_State,double
CF_CALC_SDG_FJ_050_C_TBN_State,double
CF_CALC_SDG_FJ_051_C_TBN_State,double
CF_CALC_SDG_FJ_052_C_TBN_State,double
CF_CALC_SDG_FJ_053_C_TBN_State,double
CF_CALC_SDG_FJ_054_C_TBN_State,double
CF_CALC_SDG_FJ_055_C_TBN_State,double
CF_CALC_SDG_FJ_056_C_TBN_State,double
CF_CALC_SDG_FJ_057_C_TBN_State,double
CF_CALC_SDG_FJ_058_C_TBN_State,double
CF_CALC_SDG_FJ_059_C_TBN_State,double
CF_CALC_SDG_FJ_060_C_TBN_State,double
CF_CALC_SDG_FJ_061_C_TBN_State,double
CF_CALC_SDG_FJ_062_C_TBN_State,double
CF_CALC_SDG_FJ_063_C_TBN_State,double
CF_CALC_SDG_FJ_064_C_TBN_State,double
CF_CALC_SDG_FJ_065_C_TBN_State,double
CF_CALC_SDG_FJ_066_C_TBN_State,double
CF_CALC_CGH_FJ_001_C_TBN_State,double
CF_CALC_CGH_FJ_002_C_TBN_State,double
CF_CALC_CGH_FJ_003_C_TBN_State,double
CF_CALC_CGH_FJ_004_C_TBN_State,double
CF_CALC_CGH_FJ_005_C_TBN_State,double
CF_CALC_CGH_FJ_006_C_TBN_State,double
CF_CALC_CGH_FJ_007_C_TBN_State,double
CF_CALC_CGH_FJ_008_C_TBN_State,double
CF_CALC_CGH_FJ_009_C_TBN_State,double
CF_CALC_CGH_FJ_010_C_TBN_State,double
CF_CALC_CGH_FJ_011_C_TBN_State,double
CF_CALC_CGH_FJ_012_C_TBN_State,double
CF_CALC_CGH_FJ_013_C_TBN_State,double
CF_CALC_CGH_FJ_014_C_TBN_State,double
CF_CALC_CGH_FJ_015_C_TBN_State,double
CF_CALC_CGH_FJ_016_C_TBN_State,double
CF_CALC_CGH_FJ_017_C_TBN_State,double
CF_CALC_CGH_FJ_018_C_TBN_State,double
CF_CALC_CGH_FJ_019_C_TBN_State,double
CF_CALC_CGH_FJ_020_C_TBN_State,double
CF_CALC_CGH_FJ_021_C_TBN_State,double
CF_CALC_CGH_FJ_022_C_TBN_State,double
